Item;TAG;DESCRIÇÃO;SALA/BLOCO;BLOCO;MARCA;MODELO;Nº DE SÉRIE;STATUS DE USO;MÉTODO;ROTINA DE USO;STATUS DE AQUISIÇÃO;INSTALAÇÃO;MANUTENÇÃO;CALIBRAÇÃO;QUALIFICAÇÃO;HANDOVER;FORMULÁRIO;RELATÓRIO HOMOLOGADO;N° PROCESSO;N° CONTRATO;EMPRESA;COMENTÁRIOS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
131;N121-02;Balança Analítica;N119;B06;Mettler Toledo;XSR205DU;C206530083;EM USO;"FASE 2A - EMBALAGEM;
ANÁLISE DE AP, API E VP;
DILUENTE sWFI PARA HEMO8R; 
UMIDADE HEMO8R KARL FISHER; 
Determinação dos Agregados de Proteínas; 
Determinação de Tris e Histidina; 
Manitol e Trealose; 
Fator VIII recombinante em BDS; 
 n-glicanos em rFVIII; 
TTT  ";SIM;TAKEDA;INSTALADO;SIM;SIM;SIM;INTEGRAL;ASSINADO;HOMOLOGADO;25800.002409/2023;20/2024;METTLER;Aguardando elaboração do relatório de requalificação (Will/Amanda).;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
132;N121-03;Microbalança;N311;B06;Mettler Toledo;XPR36DR/A;C148082844;EM USO;ANÁLISE DE AP, API E VP;;TAKEDA;INSTALADO;SIM;SIM;SIM;INTEGRAL;ASSINADO;HOMOLOGADO;25800.002409/2023;20/2024;METTLER;Aguardando homologação do relatório de requalificação (SVC).;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
133;N121-04;Microbalança;N119;B06;Mettler Toledo;XPR36DR/A;C148082843;EM USO;ANÁLISE DE AP, API E VP;;TAKEDA;INSTALADO;SIM;SIM;SIM;INTEGRAL;ASSINADO;HOMOLOGADO;25800.002409/2023;20/2024;METTLER;Aguardando homologação do relatório de requalificação (SVC).;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
134;N201-01;Autoclave de Descontaminação;N201;B06;Steris;6612-N-D-E+decF-BPS-S7;COA44926;FORA DE USO;;;TAKEDA;INSTALADO;SIM;SIM;NÃO;INTEGRAL;ASSINADO;N/A;25800.001578/2024;24/2025;Mec-Q / Trescal;Calibração vencida. Aguardando assinatura do contrato para calibração.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
135;N201-02;Purificador de água Milli-Q (autoclave de descontaminação);N201;B06;Merck;IX 7015;F2HB79316 K;EM USO;;;TAKEDA;INSTALADO;SIM;SIM;SIM;INTEGRAL;ASSINADO;N/A;25800.002805/2023;06/2024;MERCK;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
136;N300-02;Incubadora 56 a 58ºC (bioindicadores);N300;B06;Thermo;IMH60;43026948;FORA DE USO;Biocarga;SIM;TAKEDA;INSTALADO;SIM;SIM;SIM;INTEGRAL;ASSINADO;HOMOLOGADO;25800.001711/2024-92;23/2025;DATAMED LTDA.;"Qualificação térmica vencida. Aberto um RTDO 250313-0839 para que o SVC defina quais ações serão tomadas.
11/06: foi identificado que a incubadora está sendo utilizada em um setpoint diferente do que foi realizada a qualificação térmica. Será necessário realizar uma nova qualificação no setpoint correto (será aproveitada a QO inicial e realizadas uma nova QO e QD)";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
137;N300-03;Incubadora 20-25°C;N300;B06;Thermo;3940;300530764;FORA DE USO;Biocarga;SIM;TAKEDA;INSTALADO;SIM;SIM;SIM;INTEGRAL;ASSINADO;HOMOLOGADO;25800.001711/2024-92;23/2025;DATAMED LTDA.;Qualificação térmica vencida. Será aberto um RTDO para que o SVC defina quais ações serão tomadas.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
138;N300-04;Incubadora 20-25°C;N300;B06;Thermo;3940;300530765;FORA DE USO;Biocarga;SIM;TAKEDA;INSTALADO;SIM;SIM;SIM;INTEGRAL;ASSINADO;HOMOLOGADO;25800.001711/2024-92;23/2025;DATAMED LTDA.;Qualificação térmica vencida. Será aberto um RTDO para que o SVC defina quais ações serão tomadas.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
139;N300-05;Incubadora 30-35°C;N300;B06;Thermo;3940;300531263;FORA DE USO;Biocarga;SIM;TAKEDA;INSTALADO;SIM;SIM;SIM;INTEGRAL;ASSINADO;HOMOLOGADO;25800.001711/2024-92;23/2025;DATAMED LTDA.;Qualificação térmica vencida. Será aberto um RTDO para que o SVC defina quais ações serão tomadas.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
140;N300-06;Incubadora 30-35°C;N300;B06;Thermo;3940;300531113;FORA DE USO;Biocarga;SIM;TAKEDA;INSTALADO;SIM;SIM;SIM;INTEGRAL;ASSINADO;HOMOLOGADO;25800.001711/2024-92;23/2025;DATAMED LTDA.;Qualificação térmica vencida. Será aberto um RTDO para que o SVC defina quais ações serão tomadas.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
141;N300-09;Cabine de Segurança Biológica;N300;B06;Thermo Scientific;1386;3005 15 993;EM USO;Biocarga;SIM;TAKEDA;INSTALADO;SIM;NÃO;SIM;INTEGRAL;ASSINADO;HOMOLOGADO;25800.001711/2024-92;23/2025;DATAMED LTDA.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
142;N300-10;Mini Incubadora 3M  ATTEST;N300;B06;3M;Auto-reader 390;332582;EM USO;;;TAKEDA;N/A;SIM;NÃO;NÃO;N/A;N/A;N/A;25800.001578/2024;24/2025;Mec-Q / Trescal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
143;N300-11;Contador Eletrônico de Colônias;N300;B06;Quimis;Q295B;AF031293;EM USO;Biocarga;SIM;ADQUIRIDO;INSTALADO;NÃO;NÃO;NÃO;N/A;N/A;N/A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
144;N300-12;Contador Eletrônico de Colônias;N300;B06;Quimis;Q295B;AF031294;EM USO;Biocarga;SIM;ADQUIRIDO;INSTALADO;NÃO;NÃO;NÃO;N/A;N/A;N/A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
145;N300-13;Camara Escura Ultravioleta ;N300;B06;SOLAB;SL-204;24040003;EM USO;Biocarga;SIM;ADQUIRIDO;INSTALADO;NÃO;SIM;NÃO;N/A;N/A;N/A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
146;N303-01;Autoclave (test);N303;B06;Steris;666-N-B-E+DECF-BSP-S7;COA44927;FORA DE USO;;;TAKEDA;INSTALADO;SIM;SIM;SIM;INTEGRAL;ASSINADO;HOMOLOGADO;25800.001578/2024;24/2025;Mec-Q / Trescal;Calibração vencida. Aguardando assinatura do contrato para calibração.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
147;N303-02;Purificador de água Milli-Q (autoclave);N303;B06;Merck;IX 7015;F2AB11749G;EM USO;;;TAKEDA;INSTALADO;SIM;SIM;SIM;INTEGRAL;ASSINADO;HOMOLOGADO;25800.002805/2023;06/2024;MERCK;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
148;N303-03;Forno de despirogenização;N303;B06;Binder;FP115;20220000002192;EM USO;;;TAKEDA;INSTALADO;SIM;SIM;SIM;INTEGRAL;ASSINADO;HOMOLOGADO;25800.001578/2024;24/2025;Mec-Q / Trescal;Qualificação térmica vencida. Aguardando execução de nova qualificação;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
149;N305-01;Refrigerador;N305;B06;Thermo;TSX2305SZ;1142486901220616;FORA DE USO;Biocarga;SIM;TAKEDA;INSTALADO;SIM;SIM;SIM;INTEGRAL;ASSINADO;HOMOLOGADO;25800.001711/2024-92;23/2025;DATAMED LTDA.;Qualificação térmica vencida. Será aberto um RTDO para que o SVC defina quais ações serão tomadas.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
150;N305-02;Aparelho de Identificação Microbiana;N305;B06;Biomérieux;Viteck 2 Compact;VK2C20877;EM USO;;;TAKEDA;INSTALADO;SIM;SIM;SIM;INTEGRAL;ASSINADO;HOMOLOGADO;25800.000219/2024-08;115/2024;Biomérieux;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
151;N305-03;Microscópio;N305;B06;Optika;K223;19032705;EM USO;;;TAKEDA;INSTALADO;SIM;NÃO;NÃO;INTEGRAL;ASSINADO;N/A;25800.001578/2024;24/2025;Mec-Q / Trescal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
152;N305-04;Freezer (-25 a -15°C);N305;B06;Thermo;TSX1230FZ;1141546201211110;FORA DE USO;;;TAKEDA;INSTALADO;SIM;SIM;SIM;INTEGRAL;ASSINADO;HOMOLOGADO;25800.001711/2024-92;23/2025;DATAMED LTDA.;Qualificação térmica vencida. Será aberto um RTDO para que o SVC defina quais ações serão tomadas.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
153;N305-05;Sistema autorizado para coloração de Gram;N305;B06;VYTTRA diagnósticos;SlideInk Gram;G2010;EM USO;;;ADQUIRIDO;INSTALADO;NÃO;NÃO;NÃO;N/A;N/A;N/A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
154;N305-06;Densitômetro automatizado para sistemas VITEK 2;N305;B06;Biomérieux;Densi CHECK Plus;0A044073;EM USO;Biocarga;SIM;TAKEDA;INSTALADO;NÃO;NÃO;NÃO;N/A;N/A;N/A;25800.000219/2024-08;115/2024;Biomérieux;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
155;N309-01;Medidor de traços de óleo em ar comprimido;N309;B06;Dräger;Aerotest Alpha;ARRL-0017;EM USO;Deteção de óleo em gases;SIM;ADQUIRIDO;N/A;SIM;NÃO;NÃO;N/A;N/A;N/A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
156;N309-02;Medidor de traços de óleo em ar comprimido;N309;B06;Dräger;Aerotest Alpha;ARSH-0003;EM USO;Deteção de óleo em gases;SIM;ADQUIRIDO;N/A;SIM;NÃO;NÃO;N/A;N/A;N/A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
157;N310-03;Banho-maria (37°C ± 1°C);N310;B06;Polyscience;WB05;W21550835;FORA DE USO;SDS-PAGE;SIM;TAKEDA;INSTALADO;SIM;SIM;SIM;INTEGRAL;ASSINADO;HOMOLOGADO;25800.001578/2024;24/2025;Mec-Q / Trescal;"Qualificação térmica vencida. Aberto um RTDO 250313-0839 para que o SVC defina quais ações serão tomadas.
11/06: Aguardando a execução da qualificação térmica pela Trescal";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
158;N310-AGI-001;Agitador Vórtex Analógico Multi-tube;N310;B06;OHAUS;VXMTAL;C4I3833569;EM USO;;;ADQUIRIDO;N/A;SIM;NÃO;NÃO;N/A;N/A;N/A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
159;N311-01;Balança de Bancada;N311;B06;Mettler Toledo;ICS685K-3;C146972166;FORA DE USO;;;TAKEDA;INSTALADO;SIM;SIM;SIM;INTEGRAL;ASSINADO;HOMOLOGADO;25800.002409/2023;20/2024;METTLER;Balança quebrada no incidente de vazamento no laboratório. Sem previsão de conserto.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
160;N311-03;Fonte para Eletroforese Power Pac Basic ;N311;B06;Biorad;Power Pac Basic;041BR322529;EM USO;"SDS-PAGE; 
WB";;TAKEDA;INSTALADO;NÃO;NÃO;NÃO;INTEGRAL;ASSINADO;N/A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
161;N311-04;Leitor de microplacas;N311;B06;Tecan;Infinite M200 Pro;2210015215;EM USO;;;TAKEDA;INSTALADO;SIM;NÃO;SIM;INTEGRAL;ASSINADO;HOMOLOGADO;25800.004672/2024;20/2025;RCHISTO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
162;N311-05;Lavadora de microplacas;N311;B06;Tecan;Hydroflex;2211002606;EM USO;;;TAKEDA;INSTALADO;SIM;NÃO;NÃO;INTEGRAL;ASSINADO;N/A;25800.004672/2024;20/2025;RCHISTO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
163;N311-08;Incubadora (37°C ± 2°C);N311;B06;Thermo;IMH60;42935112;FORA DE USO;"POTÊNCIA; 
Determinação de Tris e Histidina; 
Fator VIII recombinante em BDS";;TAKEDA;INSTALADO;SIM;SIM;SIM;INTEGRAL;ASSINADO;HOMOLOGADO;25800.001711/2024-92;23/2025;DATAMED LTDA.;Qualificação térmica vencida. Aberto um RTDO 250313-0839 para que o SVC defina quais ações serão tomadas.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
164;N311-09;Eletroforese Xcell II Mini-Cell;N311;B06;Thermo;EI0001;15771700;EM USO;"SDS-PAGE; 
WB ";;TAKEDA;INSTALADO;NÃO;NÃO;NÃO;INTEGRAL;ASSINADO;N/A;25800.001711/2024-92;23/2025;DATAMED LTDA.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
165;N311-11;Sistema Western Blot -IBlot®2 Dry Blotting System;N311;B06;Thermo;IB21001;303220288;EM USO;WB;;TAKEDA;INSTALADO;NÃO;NÃO;NÃO;INTEGRAL;ASSINADO;N/A;25800.001711/2024-92;23/2025;DATAMED LTDA.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
166;N311-12;Sistema de detecção de proteinas SNAP id® 2.0 ;N311;B06;Merck;SNAP ID 2.0;S004516;EM USO;WB;;TAKEDA;INSTALADO;NÃO;NÃO;NÃO;INTEGRAL;ASSINADO;N/A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
167;N311-14;Módulo de eletroforese (Electrotransfer module for XCell II);N311;B06;Thermo;EI9051;19925754;EM USO;;;TAKEDA;INSTALADO;NÃO;NÃO;NÃO;INTEGRAL;ASSINADO;N/A;25800.001711/2024-92;23/2025;DATAMED LTDA.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
168;N311-18;Espectrofotômetro UV;N311;B06;Shimadzu;UV-2600i;A12595900841;EM USO;;;TAKEDA;INSTALADO;SIM;NÃO;SIM;INTEGRAL;ASSINADO;HOMOLOGADO;25800.006595/2023;;SHIMADZU;Aguardando correção de alguns erros apontados pelo SVC no relatório de qualificação. Fabiana está responsável pelo contato com o técnico para resolução dessas questões.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
169;N311-20;Banho-maria (25,0ºC ± 0,5°C);N311;B06;Polyscience;MX07R-20-A13D;2205-02027;EM USO;"ANÁLISE DE AP, API E VP; 
pH do BDS; 
pH DO HEMO-8r; 
Determinação de Tris e Histidina; 
Manitol e Trealose";SIM;TAKEDA;INSTALADO;SIM;SIM;NÃO;INTEGRAL;ASSINADO;N/A;25800.001578/2024;24/2025;Mec-Q / Trescal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
170;N311-22;Espectrofotômetro UV;N311;B06;Shimadzu;UV-2600i;A12595900842;EM USO;;;TAKEDA;INSTALADO;SIM;NÃO;SIM;INTEGRAL;ASSINADO;HOMOLOGADO;25800.006595/2023;;SHIMADZU;Aguardando correção de alguns erros apontados pelo SVC no relatório de qualificação. Fabiana está responsável pelo contato com o técnico para resolução dessas questões.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
171;N311-23;Balança Analítica;N311;B06;Mettler Toledo;XSR205DU;C203415564;EM USO;"FASE 2A - EMBALAGEM;
ANÁLISE DE AP, API E VP;
DILUENTE sWFI PARA HEMO8R; 
UMIDADE HEMO8R KARL FISHER;
SDS-PAGE; 
GLUTATIONA; 
WB; 
Determinação dos Agregados de Proteínas; 
Determinação de Tris e Histidina;
Manitol e Trealose; 
Fator VIII recombinante em BDS;
 n-glicanos em rFVIII; 
TTT  ";SIM;TAKEDA;INSTALADO;SIM;SIM;SIM;INTEGRAL;ASSINADO;HOMOLOGADO;25800.002409/2023;20/2024;METTLER;Aguardando elaboração do relatório de requalificação (Will/Amanda).;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
172;N311-24;Refrigerador;N311;B06;Thermo;TSX2305SZ;1142358801220514;FORA DE USO;"POTÊNCIA;
SDS-PAGE; 
WB;
Determinação dos Agregados de Proteínas;
Determinação de Tris e Histidina; 
Manitol e Trealose; 
Fator VIII recombinante em BDS; 
n-glicanos em rFVIII; 
TTT ";;TAKEDA;INSTALADO;SIM;SIM;SIM;INTEGRAL;ASSINADO;HOMOLOGADO;25800.001711/2024-92;23/2025;DATAMED LTDA.;"Qualificação térmica vencida. Aberto um RTDO 250313-0839 para que o SVC defina quais ações serão tomadas.
11/06: Aguardando emissão do relatório de qualificação térmica pela datamed";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
173;N311-25;Freezer (-25 a -15°C);N311;B06;Thermo;TSX1230FZ;1142457101220609;FORA DE USO;"POTÊNCIA; 
WB;
Determinação dos Agregados de Proteínas; 
Fator VIII recombinante em BDS; 
n-glicanos em rFVIII  ";;TAKEDA;INSTALADO;SIM;SIM;SIM;INTEGRAL;ASSINADO;HOMOLOGADO;25800.001711/2024-92;23/2025;DATAMED LTDA.;"Qualificação térmica vencida. Aberto um RTDO 250313-0839 para que o SVC defina quais ações serão tomadas.
11/06: Aguardando execução da qualificação térmica";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
174;N311-26;Ultra-freezer;N311;B06;Thermo;TSX60086D;1125969501220602;FORA DE USO;"POTÊNCIA;
SDS-PAGE; 
WB; 
Determinação dos Agregados de Proteínas; 
Fator VIII recombinante em BDS; 
n-glicanos em rFVIII; 
TTT  ";;TAKEDA;INSTALADO;SIM;SIM;SIM;INTEGRAL;ASSINADO;HOMOLOGADO;25800.001711/2024-92;23/2025;DATAMED LTDA.;Qualificação térmica vencida. Será aberto um RTDO para que o SVC defina quais ações serão tomadas.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
175;N311-27;Eletroforese Xcell II Mini-Cell;N311;B06;Thermo;EI0001;20242872;EM USO;;;TAKEDA;INSTALADO;NÃO;NÃO;NÃO;INTEGRAL;ASSINADO;N/A;25800.001711/2024-92;23/2025;DATAMED LTDA.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
176;N311-28;Módulo de eletroforese (Electrotransfer module for XCell II);N311;B06;Thermo;EI9051;19925755;EM USO;;;TAKEDA;INSTALADO;NÃO;NÃO;NÃO;INTEGRAL;ASSINADO;N/A;25800.001711/2024-92;23/2025;DATAMED LTDA.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
177;N311-29;Fonte para Eletroforese Power Pac Basic ;N311;B06;Biorad;Power Pac Basic;041BR322562;EM USO;"SDS-PAGE; 
WB ";;TAKEDA;INSTALADO;NÃO;NÃO;NÃO;INTEGRAL;ASSINADO;N/A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
178;N311-30;Sistema de Secagem DryEase® Mini-Gel;N311;B06;Thermo;IB21001;Não consta;EM USO;;;TAKEDA;INSTALADO;NÃO;NÃO;NÃO;INTEGRAL;ASSINADO;N/A;25800.001711/2024-92;23/2025;DATAMED LTDA.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
179;N311-31;Densitômetro (scanner de géis);N311;B06;Loccus;DS-5000;200106220029;EM USO;SDS-PAGE;;TAKEDA;INSTALADO;SIM;NÃO;SIM;INTEGRAL;ASSINADO;HOMOLOGADO;25800.002817/2024 ;94/2024;Loccus;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
180;N311-32;Bloco aquecedor do Concentrador de Amostras;N311;B06;Techne;DB100/2;003209-A;EM USO;;;TAKEDA;INSTALADO;SIM;SIM;NÃO;INTEGRAL;ASSINADO;N/A;25800.001578/2024;24/2025;Mec-Q / Trescal;"O plano de calibração foi revisado para ajuste dos pontos de calibração conforme faixa de uso informada pela DIFIQ. Foi solicitada uma nova calibração ao SM.
21/03: Aguardando avaliaçao do SVC";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
181;N311-34;Medidor de pH e condutividade;N311;B06;Thermo;A210;X48987;FORA DE USO;"ANÁLISE DE AP, API E VP; 
DILUENTE sWFI PARA HEMO8R; 
pH do BDS; 
pH DO HEMO-8r; 
GLUTATIONA; 
WB; 
Determinação dos Agregados de Proteínas;
Manitol e Trealose; 
Fator VIII recombinante em BDS; 
 n-glicanos em rFVIII ;
TTT ";SIM;TAKEDA;INSTALADO;SIM;SIM;SIM;INTEGRAL;ASSINADO;HOMOLOGADO;25800.001711/2024-92;23/2025;DATAMED LTDA.;"Instrumento calibrado. No aguardo do envio do certificado para avaliação do SVC.
21/02: Cobrado ao SM
13/03: Cobrado ao SM
21/03: Cobrado ao SM
11/06: Aguardando execução da calibração";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
182;N311-35;Banho ultrassônico;N311;B06;Fisher;CPX8800HE;BIG042278800D;EM USO;GLUTATIONA;;TAKEDA;INSTALADO;SIM;NÃO;NÃO;INTEGRAL;ASSINADO;N/A;25800.001578/2024;24/2025;Mec-Q / Trescal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
183;N311-36;Sistema de eletroforese capilar;N311;B06;Agilent;7100;;EM USO;GLUTATIONA;;TAKEDA;INSTALADO;SIM;NÃO;SIM;INTEGRAL;ASSINADO;HOMOLOGADO;25800.008005/2023;21/2024;AGILENT;O software precisou ser reinstalado e uma nova qualificação de CSV será necessária. Aguardando elaboração do protocolo e execução da qualificação pela garantia. RTDO aberto 240924-1558.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
184;N311-37;Banho-maria (50 ºC);N311;B06;Polyscience;WBE05;E12110224;EM USO;Determinação dos Agregados de Proteínas;;TAKEDA;INSTALADO;SIM;SIM;NÃO;INTEGRAL;ASSINADO;N/A;25800.001578/2024;24/2025;Mec-Q / Trescal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
185;N311-39;Microcentrífuga;N311;B06;Thermo;Pico 17;42940259;EM USO;"POTÊNCIA;
n-glicanos em rFVIII ";;TAKEDA;INSTALADO;SIM;SIM;NÃO;INTEGRAL;ASSINADO;N/A;25800.001711/2024-92;23/2025;DATAMED LTDA.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
186;N311-41;Concentrador a vácuo;N311;B06;Thermo;SPD140DDA;1155056101220223;FORA DE USO;;;TAKEDA;INSTALADO;SIM;SIM;SIM;INTEGRAL;ASSINADO;HOMOLOGADO;25800.001711/2024-92;23/2025;DATAMED LTDA.;"Calibração vencida. Aguardando assinatura do contrato para calibração.
11/06: Aguardando execução da calibração + MP";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
187;N311-42;Agitador de Tubos;N311;B06;Fisher;88882018;L4CT82018049;EM USO;;;TAKEDA;INSTALADO;SIM;NÃO;NÃO;INTEGRAL;ASSINADO;N/A;25800.001711/2024-92;23/2025;DATAMED LTDA.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
188;N311-43;Bloco aquecedor do Concentrador de Amostras;N311;B06;Techne;"DB200/3; FSC400D";003042-A;EM USO;;;TAKEDA;INSTALADO;SIM;SIM;NÃO;INTEGRAL;ASSINADO;N/A;25800.001578/2024;24/2025;Mec-Q / Trescal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
189;N311-44;Sistema de água ultrapura (Milli-Q);N311;B06;Merck;IQ 7010;F1KB21017E;EM USO;"ANÁLISE DE AP, API E VP; 
APARÊNCIA DO BDS; 
APARÊNCIA E SOLUB. HEMO8R; 
DILUENTE sWFI PARA HEMO8R; 
pH do BDS; 
POTÊNCIA; 
GLUTATIONA; 
WB; 
n-glicanos em rFVIII ";SIM;TAKEDA;INSTALADO;SIM;SIM;SIM;INTEGRAL;ASSINADO;HOMOLOGADO;25800.002805/2023;06/2024;MERCK;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
190;N311-47;Posto de Observação Visual;N311;B06;Reintech;VIP;2325;EM USO;"ANÁLISE DE AP, API E VP; 
APARÊNCIA DO BDS; 
APARÊNCIA E SOLUB. HEMO8R; 
DILUENTE sWFI PARA HEMO8R";SIM;TAKEDA;INSTALADO;NÃO;NÃO;NÃO;INTEGRAL;ASSINADO;N/A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
191;N311-48;Titulador Karl Fischer;N311;B06;Metrohm;Titrando 852;1900001041251;EM USO;UMIDADE HEMO8R KARL FISHER;;TAKEDA;INSTALADO;SIM;SIM;SIM;INTEGRAL;ASSINADO;HOMOLOGADO;25800.006163/2023;42/2024;METROHM;O equipamento foi calibrado pela Metrohm. Aguardando retorno do SVC.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
192;N311-49;Espectrofotômetro de Fluorescência;N311;B06;Shimadzu;RF-6000;A40245902075;EM USO;;;TAKEDA;INSTALADO;SIM;NÃO;SIM;INTEGRAL;ASSINADO;HOMOLOGADO;25800.006595/2023;;SHIMADZU;Aguardando correção de alguns erros apontados pelo SVC no relatório de qualificação. Fabiana está responsável pelo contato com o técnico para resolução dessas questões.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
193;N311-49-BBT-001;Banho de baixa temperatura;N311;B06;Eyela;NCB-1220B;12210711;EM USO;;;TAKEDA;INSTALADO;SIM;NÃO;NÃO;N/A;N/A;N/A;25800.001578/2024;24/2025;Mec-Q / Trescal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
194;N311-50;Banho Seco com Agitação (Thermoshaker);N311;B06;Fisher Scientific;15-600-331;214914246;FORA DE USO;"SDS-PAGE; 
n-glicanos em rFVIII ";;TAKEDA;INSTALADO;SIM;SIM;SIM;INTEGRAL;ASSINADO;HOMOLOGADO;25800.001578/2024;24/2025;Mec-Q / Trescal;"Calibração vencida, aguardando contrato de calibração dos equipamentos gerais.
Foi realizada uma tentativa de calibração do equipamento por duas empresas de calibração, mas o equipamento apresentou erros altos. Estamos no aguardo da contratação de alguma empresa para realizar a manutenção corretiva.
11/06: foi realizada a calibração pela trescal, mas não foi possível executar um dos parametros";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
195;N311-51;Glove-Box;N311;B06;Hipperquímica;Polipropileno Custom;2022/01456;FORA DE USO;UMIDADE HEMO8R KARL FISHER;;ADQUIRIDO;INSTALADO;SIM;SIM;SIM;N/A;N/A;N/A;25800.003233/2024;106/2024;HIPPERQUÍMICA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
